"Date","Price","Open","High","Low","Vol.","Change %"
"11/23/2021","1,065.24","1,053.41","1,065.26","1,035.19","40.93K","1.07%"
"11/22/2021","1,053.98","1,088.05","1,097.33","1,052.58","65.28K","-3.13%"
"11/19/2021","1,088.05","1,108.50","1,124.00","1,078.39","101.36K","-1.83%"
"11/18/2021","1,108.30","1,091.86","1,109.87","1,090.50","66.93K","1.51%"
"11/17/2021","1,091.86","1,055.56","1,091.86","1,053.29","55.12K","3.46%"
"11/16/2021","1,055.37","1,078.30","1,083.20","1,050.17","72.44K","-2.10%"
"11/15/2021","1,078.05","1,047.54","1,078.12","1,047.54","80.17K","2.93%"
"11/12/2021","1,047.39","1,032.03","1,047.39","1,032.03","72.04K","1.50%"
"11/11/2021","1,031.94","1,015.09","1,032.46","1,015.09","72.95K","1.66%"
"11/10/2021","1,015.09","996.14","1,018.70","995.90","58.51K","1.90%"
"11/09/2021","996.14","984.82","1,004.87","984.82","47.95K","1.19%"
"11/08/2021","984.41","988.33","999.74","984.29","56.15K","-0.38%"
"11/05/2021","988.21","982.79","997.40","982.79","58.99K","0.52%"
"11/04/2021","983.09","974.56","986.67","964.73","43.95K","0.88%"
"11/03/2021","974.56","990.33","1,003.53","973.35","84.91K","-1.58%"
"11/02/2021","990.21","973.02","992.64","972.86","61.42K","1.78%"
"11/01/2021","972.89","976.64","991.01","972.68","63.92K","-0.37%"
"10/29/2021","976.53","981.87","988.08","974.36","63.10K","-0.54%"
"10/28/2021","981.81","974.38","981.88","965.26","63.44K","0.75%"
"10/27/2021","974.47","965.07","977.08","964.74","53.09K","1.01%"
"10/26/2021","964.73","956.94","969.83","949.47","47.02K","0.82%"
"10/25/2021","956.89","947.61","965.08","947.61","61.09K","0.98%"
"10/22/2021","947.61","940.57","957.95","937.94","68.72K","0.75%"
"10/21/2021","940.51","942.27","959.80","929.16","51.35K","-0.18%"
"10/20/2021","942.19","921.53","943.98","921.53","68.61K","2.24%"
"10/19/2021","921.53","906.75","926.07","905.78","48.22K","1.63%"
"10/18/2021","906.75","917.89","922.77","906.67","51.03K","-1.21%"
"10/15/2021","917.83","922.44","937.80","910.59","52.03K","-0.37%"
"10/14/2021","921.23","911.49","933.42","904.29","39.67K","1.07%"
"10/13/2021","911.49","911.50","913.01","907.90","38.23K","1.75%"
"10/12/2021","895.85","878.68","897.88","878.63","37.44K","1.97%"
