"Date","Price","Open","High","Low","Vol.","Change %"
"01/05/2022","1,581.92","1,589.91","1,595.96","1,581.92","815.02K","-0.28%"
"01/04/2022","1,586.29","1,561.83","1,589.46","1,561.83","649.53K","1.60%"
"12/31/2021","1,561.33","1,551.79","1,562.06","1,551.71","667.68K","0.89%"
"12/30/2021","1,547.55","1,546.22","1,554.12","1,546.22","583.09K","0.09%"
"12/29/2021","1,546.16","1,559.85","1,562.11","1,546.16","650.58K","-0.54%"
"12/28/2021","1,554.52","1,549.88","1,557.79","1,541.68","745.86K","0.76%"
"12/27/2021","1,542.80","1,537.32","1,544.38","1,521.59","579.10K","0.86%"
"12/24/2021","1,529.57","1,512.88","1,531.14","1,504.11","703.85K","1.64%"
"12/23/2021","1,504.83","1,529.79","1,531.53","1,491.97","1.04M","-1.56%"
"12/22/2021","1,528.72","1,537.16","1,541.22","1,522.48","834.08K","-0.08%"
"12/21/2021","1,529.98","1,524.91","1,535.24","1,522.12","714.04K","0.23%"
"12/20/2021","1,526.40","1,532.45","1,532.95","1,518.03","738.77K","-0.12%"
"12/17/2021","1,528.20","1,529.97","1,533.94","1,526.68","871.99K","0.30%"
"12/16/2021","1,523.70","1,530.43","1,531.03","1,516.76","737.63K","0.01%"
"12/15/2021","1,523.59","1,524.03","1,531.11","1,515.53","724.73K","0.04%"
"12/14/2021","1,523.03","1,523.54","1,534.44","1,515.84","732.28K","0.03%"
"12/13/2021","1,522.50","1,517.96","1,526.97","1,516.77","677.23K","0.73%"
"12/10/2021","1,511.47","1,517.16","1,522.91","1,508.66","659.70K","-0.39%"
"12/09/2021","1,517.45","1,494.68","1,517.45","1,494.68","494.41K","1.11%"
"12/08/2021","1,500.84","1,500.88","1,510.47","1,495.49","597.16K","0.34%"
"12/07/2021","1,495.69","1,475.86","1,495.69","1,466.77","541.83K","2.30%"
"12/06/2021","1,462.05","1,497.59","1,505.06","1,446.39","831.44K","-2.22%"
"12/03/2021","1,495.24","1,544.28","1,546.76","1,495.24","831.58K","-2.65%"
"12/02/2021","1,535.99","1,546.85","1,549.38","1,535.99","594.22K","-0.45%"
"12/01/2021","1,543.01","1,531.94","1,543.01","1,525.63","672.77K","0.65%"
