"Date","Price","Open","High","Low","Vol.","Change %"
"02/16/2022","535.96","522.17","539.08","522.02","8.77K","2.64%"
"02/15/2022","522.17","520.50","523.68","516.18","6.10K","0.32%"
"02/14/2022","520.48","525.25","526.17","510.22","7.28K","-0.82%"
"02/11/2022","524.76","530.25","532.17","521.80","7.42K","-1.04%"
"02/10/2022","530.25","514.25","534.41","514.25","7.26K","2.90%"
"02/09/2022","515.32","494.03","516.91","490.88","8.33K","2.79%"
"02/08/2022","501.31","508.91","508.91","499.25","7.16K","-1.08%"
"02/07/2022","506.77","506.26","520.06","505.76","6.78K","0.11%"
"01/28/2022","506.23","495.79","507.95","491.42","6.67K","0.15%"
"01/27/2022","505.49","520.78","520.78","500.18","5.47K","-2.94%"
"01/26/2022","520.78","515.36","530.76","514.89","6.89K","1.32%"
"01/25/2022","514.00","495.57","514.00","478.68","6.21K","3.72%"
"01/24/2022","495.57","524.84","535.51","491.86","13.44K","-5.35%"
"01/21/2022","523.60","512.61","526.59","512.61","8.02K","2.36%"
"01/20/2022","511.53","479.31","511.53","468.58","8.59K","6.77%"
"01/19/2022","479.08","481.87","481.87","461.99","9.93K","-0.69%"
"01/18/2022","482.43","502.88","503.67","474.01","13.05K","-4.07%"
"01/17/2022","502.88","535.24","552.64","499.76","14.80K","-5.96%"
"01/14/2022","534.77","507.70","535.20","483.92","13.20K","5.43%"
"01/13/2022","507.24","538.64","555.25","505.18","18.41K","-5.73%"
"01/12/2022","538.08","540.97","557.82","513.08","22.83K","-2.49%"
"01/11/2022","551.80","547.50","559.56","544.15","17.80K","0.79%"
"01/10/2022","547.50","558.10","567.61","546.28","21.62K","-0.05%"
"01/07/2022","547.80","533.84","547.80","528.08","22.78K","4.45%"
"01/06/2022","524.48","521.47","528.02","520.74","15.95K","1.72%"
"01/05/2022","515.61","510.59","518.55","509.96","12.05K","0.98%"
"01/04/2022","510.59","500.49","510.62","499.00","10.75K","2.02%"
"12/31/2021","500.49","497.21","501.64","489.35","10.09K","0.66%"
"12/30/2021","497.21","497.74","498.67","493.06","10.09K","-0.11%"
"12/29/2021","497.74","505.95","507.08","495.93","14.48K","-1.62%"
"12/28/2021","505.95","500.28","513.94","499.95","17.61K","1.13%"
"12/27/2021","500.28","494.19","501.29","490.17","14.02K","1.26%"
"12/24/2021","494.05","492.20","502.39","484.10","17.80K","0.36%"
"12/23/2021","492.26","504.97","507.58","487.79","22.23K","-2.43%"
"12/22/2021","504.53","510.44","512.51","504.07","22.16K","-1.16%"
"12/21/2021","510.44","513.77","514.89","504.28","16.44K","-0.65%"
"12/20/2021","513.77","522.39","527.75","510.35","16.45K","-1.76%"
"12/17/2021","522.98","522.38","528.91","520.54","18.10K","0.12%"
"12/16/2021","522.36","511.77","522.36","509.40","13.16K","2.07%"
"12/15/2021","511.77","511.76","516.90","507.28","15.20K","0.16%"
"12/14/2021","510.97","515.97","522.99","506.66","14.88K","-0.91%"
"12/13/2021","515.67","497.58","517.70","495.92","14.88K","3.58%"
"12/10/2021","497.86","504.81","511.57","495.08","13.56K","-1.31%"
"12/09/2021","504.45","502.52","506.80","499.27","13.16K","0.13%"
"12/08/2021","503.82","498.66","508.63","497.64","15.12K","1.10%"
"12/07/2021","498.35","480.15","499.10","478.12","15.42K","3.85%"
"12/06/2021","479.87","498.18","500.39","476.54","15.30K","-3.68%"
"12/03/2021","498.18","512.05","513.24","494.44","18.58K","-2.78%"
"12/02/2021","512.45","513.00","515.87","504.59","20.18K","1.29%"
"12/01/2021","505.92","511.93","517.20","505.39","15.66K","-1.12%"
"11/30/2021","511.64","513.09","519.36","510.14","20.75K","-0.25%"
"11/29/2021","512.94","508.08","513.19","488.43","15.26K","0.96%"
"11/26/2021","508.08","505.18","516.40","498.46","17.24K","0.59%"
"11/25/2021","505.08","494.29","505.36","493.79","13.49K","2.20%"
"11/24/2021","494.19","491.40","500.99","489.18","15.10K","0.56%"
"11/23/2021","491.43","493.36","493.96","476.46","15.65K","-0.48%"
"11/22/2021","493.82","519.16","524.16","488.04","22.09K","-4.88%"
"11/19/2021","519.16","522.82","536.26","509.26","26.87K","-0.66%"
"11/18/2021","522.63","510.72","523.63","507.41","22.17K","2.33%"
"11/17/2021","510.72","511.09","511.57","502.66","18.32K","-0.04%"
"11/16/2021","510.94","520.69","527.05","504.85","20.78K","-1.84%"
"11/15/2021","520.50","517.52","530.12","502.59","26.21K","0.60%"
"11/12/2021","517.40","508.78","520.15","508.78","20.11K","1.71%"
"11/11/2021","508.71","499.93","513.01","497.28","19.55K","1.78%"
"11/10/2021","499.83","486.74","499.86","486.35","17.40K","2.67%"
"11/09/2021","486.81","477.05","486.81","472.21","20.12K","2.05%"
"11/08/2021","477.05","465.51","478.78","463.94","19.23K","2.50%"
"11/05/2021","465.42","452.28","468.39","452.28","20.97K","2.91%"
"11/04/2021","452.28","443.07","454.76","433.20","19.40K","2.09%"
"11/03/2021","443.03","467.04","482.73","443.02","32.91K","-5.12%"
"11/02/2021","466.95","446.04","469.37","445.87","24.48K","4.71%"
"11/01/2021","445.94","438.65","447.60","435.45","23.54K","1.66%"
"10/29/2021","438.65","427.40","438.79","426.03","26.95K","2.66%"
"10/28/2021","427.29","407.56","428.51","404.23","30.22K","4.84%"
"10/27/2021","407.56","392.90","409.70","392.59","21.17K","3.75%"
"10/26/2021","392.81","386.06","395.63","380.84","16.54K","1.76%"
"10/25/2021","386.02","370.57","387.63","369.04","22.94K","4.44%"
"10/22/2021","369.60","358.89","369.71","358.25","26.28K","3.01%"
"10/21/2021","358.81","353.62","358.86","352.91","14.11K","1.48%"
"10/20/2021","353.59","348.45","354.86","346.84","14.95K","1.48%"
"10/19/2021","348.45","344.51","349.13","343.36","17.65K","1.00%"
"10/18/2021","345.00","339.45","346.96","337.68","15.08K","1.63%"
"10/15/2021","339.45","334.90","341.67","334.76","15.44K","1.58%"
"10/14/2021","334.17","324.93","335.07","324.90","15.79K","2.86%"
"10/13/2021","324.89","316.80","325.17","316.68","11.67K","2.55%"
"10/12/2021","316.80","318.31","321.16","315.91","16.15K","-0.42%"
"10/11/2021","318.15","318.10","321.33","316.27","9.68K","0.01%"
"10/08/2021","318.13","318.64","320.48","316.83","8.71K","-0.16%"
"10/07/2021","318.64","312.72","319.38","312.36","11.94K","2.05%"
"10/06/2021","312.23","308.04","312.68","308.04","9.89K","1.54%"
"10/05/2021","307.50","304.50","308.22","304.50","9.32K","0.86%"
"10/04/2021","304.89","303.08","306.53","301.56","9.54K","0.56%"
"10/01/2021","303.18","301.56","304.76","301.41","7.21K","0.54%"
"09/30/2021","301.55","297.93","301.55","297.51","7.33K","1.22%"
"09/29/2021","297.93","294.11","298.01","291.79","8.98K","1.30%"
"09/28/2021","294.11","286.69","294.11","284.66","11.28K","2.59%"
"09/27/2021","286.69","295.04","297.17","286.45","15.03K","-2.83%"
"09/24/2021","295.05","298.78","299.35","294.01","10.71K","-1.27%"
"09/23/2021","298.85","304.17","310.25","295.90","20.02K","-1.71%"
"09/22/2021","304.04","290.24","304.26","289.84","26.83K","4.66%"
"09/21/2021","290.49","285.70","290.84","280.00","21.28K","1.68%"
"09/20/2021","285.70","282.72","289.10","282.72","22.05K","1.05%"
"09/17/2021","282.73","282.18","284.09","280.90","12.47K","0.23%"
"09/16/2021","282.08","280.19","284.53","280.19","28.38K","0.67%"
"09/15/2021","280.19","273.26","280.92","272.12","20.51K","2.54%"
"09/14/2021","273.26","273.34","276.82","271.50","18.70K","0.05%"
"09/13/2021","273.12","275.36","277.57","271.54","18.03K","-0.78%"
"09/10/2021","275.26","277.17","278.42","274.67","11.88K","-0.69%"
"09/09/2021","277.17","270.41","277.32","268.46","16.75K","2.32%"
"09/08/2021","270.89","270.52","273.46","268.53","16.30K","0.14%"
"09/07/2021","270.52","278.62","279.16","270.46","22.50K","-2.91%"
"09/06/2021","278.62","273.53","282.35","273.31","24.38K","1.86%"
